,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3515,5206-hpjkm,male,no,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),55.5,934.15,0
6171,1658-xuhbx,female,yes,yes,yes,59,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),88.75,5348.65,0
6837,6229-lsckb,male,yes,no,no,6,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.7,497.6,0
4969,2303-pjyhn,female,no,yes,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.85,52.0,0
1788,7416-cktep,female,no,yes,no,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.6,1134.25,0
5466,0221-nauxk,male,no,no,yes,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.95,219.5,0
2187,8879-xuahx,male,no,yes,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,116.25,8564.75,0
2145,1391-ubdar,male,no,no,no,11,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,electronic_check,72.9,818.45,0
4505,6917-fijhc,female,no,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,26.0,1776.0,0
3246,8806-eagwc,male,no,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed_check,55.15,159.15,1
1841,8958-jptrr,female,no,yes,no,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,24.3,1261.7,0
5047,8149-aiqcg,male,no,no,no,39,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),73.15,2730.85,0
5400,4067-hlyqi,female,no,no,no,33,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),70.4,2406.1,0
1209,8268-ydixr,male,no,yes,no,56,yes,yes,fiber_optic,yes,yes,yes,no,no,no,one_year,yes,electronic_check,93.15,5253.95,0
974,0604-thjfp,female,no,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),75.95,4542.35,0
474,9399-aplbt,female,no,yes,yes,1,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,74.7,74.7,1
3311,6137-mfajn,female,no,no,no,48,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,44.8,2104.55,0
215,0699-ndkjm,female,no,yes,no,57,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),58.75,3437.45,0
656,8100-pnjmh,male,no,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),88.85,6132.7,0
4596,2432-tfsmk,male,no,no,no,18,yes,yes,fiber_optic,no,no,yes,no,yes,no,one_year,yes,credit_card_(automatic),89.6,1633.0,0
3235,4825-xjgdm,female,no,no,no,61,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,one_year,no,credit_card_(automatic),43.7,2696.55,0
2519,4927-wwooz,male,no,yes,no,2,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,91.45,171.45,0
1583,2720-fvbqp,female,no,yes,yes,6,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),48.95,273.25,0
4634,9426-sxnhe,female,no,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),18.75,53.15,0
6209,3417-tscic,male,no,no,no,29,no,no_phone_service,dsl,no,no,no,no,no,no,one_year,yes,mailed_check,24.85,788.05,0
1130,5859-hzylf,male,no,yes,yes,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),19.15,515.75,0
3038,5897-zyekh,female,yes,yes,no,67,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,electronic_check,105.6,7112.15,0
2063,7833-pkihd,male,no,yes,yes,51,yes,no,dsl,yes,no,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),76.4,3966.3,0
6916,7242-edtyc,male,no,no,yes,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.55,819.95,0
4592,1897-rcfum,female,no,yes,yes,39,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,24.2,914.6,0
4407,1850-akqep,male,no,no,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,178.7,0
131,6207-wiolx,female,no,yes,yes,25,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),58.6,1502.65,1
4347,4366-ctouz,female,no,no,no,50,yes,no,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,mailed_check,100.2,5038.45,0
5410,4049-zpald,female,no,yes,no,64,yes,no,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),99.0,6375.8,0
3566,9677-avked,female,no,no,yes,53,yes,yes,dsl,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,84.6,4449.75,0
1341,9269-cqool,male,no,no,yes,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),54.7,169.45,1
2184,4695-wjzue,female,yes,no,no,2,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,88.55,179.25,1
6054,9445-szlch,female,no,yes,yes,36,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,bank_transfer_(automatic),97.35,3457.9,1
4743,6681-zsexg,male,no,yes,no,56,yes,yes,dsl,no,yes,yes,no,no,no,two_year,no,credit_card_(automatic),59.5,3389.25,0
594,9244-zvapm,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.6,45.6,0
6515,7016-bpgeu,female,no,no,no,29,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),25.1,712.85,1
6405,5298-gstlm,female,yes,no,no,60,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),101.4,6176.6,0
810,2239-jalaw,male,no,no,no,58,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),103.25,6017.65,1
247,9947-otfqu,male,yes,no,no,15,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,74.4,1074.3,1
5871,0733-vunuw,male,no,no,no,24,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),55.65,1400.55,1
4374,2718-yskcs,male,no,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.6,1387.45,0
29,8773-hhuoz,female,no,no,yes,17,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed_check,64.7,1093.1,1
1119,1459-qnfqt,male,no,yes,yes,70,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),59.5,4144.8,0
3363,3474-bafsj,male,no,yes,no,57,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),57.5,3265.95,0
4842,5707-orndz,male,yes,no,no,9,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,54.55,494.05,1
2792,9163-ghaye,female,no,no,no,15,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,48.85,736.8,0
4243,9362-mwodr,female,no,no,yes,40,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),64.1,2460.35,0
4755,8849-ayptr,male,no,yes,no,33,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,91.25,2964.05,0
6051,4079-ulgfr,male,no,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.0,275.7,0
1974,1024-vrzhf,male,no,yes,no,11,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.95,825.7,1
4666,8780-rsyyu,female,no,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.2,532.1,0
633,7665-vigud,male,no,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,176.3,0
46,5948-ujzlf,male,no,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,49.25,97.0,0
6322,8752-stivr,female,no,no,no,4,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.0,303.15,1
4745,6116-rfvhn,female,no,yes,no,34,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.45,3414.65,0
6068,3945-gfwql,female,no,no,yes,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,44.55,480.6,1
868,3313-qknkb,male,no,yes,no,59,yes,yes,fiber_optic,no,no,no,no,no,yes,one_year,no,electronic_check,85.55,5084.65,1
4986,2694-ciumo,female,no,no,no,12,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),79.55,958.25,0
1320,8947-yrtdv,male,no,yes,yes,32,yes,no,fiber_optic,yes,yes,yes,no,no,yes,one_year,no,mailed_check,94.8,3131.55,0
6226,2097-yvpkn,male,no,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1654.75,0
4923,6075-qmnrr,female,no,no,no,52,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),49.75,2535.55,0
1543,0330-ivzha,female,no,yes,no,5,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,69.95,330.15,1
6179,6328-zpbgn,female,yes,no,no,11,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.15,997.65,1
5758,5847-mxbeo,male,no,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.3,475.1,0
4129,3192-lnkrk,male,no,yes,yes,34,yes,no,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,mailed_check,84.05,2909.95,0
3559,5171-eplkn,male,no,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.85,470.0,0
5512,3173-nvmpx,female,no,yes,yes,9,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,55.3,501.2,0
4217,8107-kncim,male,yes,yes,no,14,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.1,1013.35,0
2503,9067-sqtns,male,no,yes,yes,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.6,926.0,0
5153,5439-wikxb,male,yes,yes,no,41,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,94.55,3851.45,0
3567,1670-svowz,female,no,yes,yes,14,yes,no,fiber_optic,no,yes,no,yes,no,yes,month-to-month,yes,credit_card_(automatic),89.65,1208.35,1
4693,0463-txoak,male,no,no,yes,52,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.6,1334.5,0
3058,2858-mofsq,female,no,no,yes,17,yes,yes,dsl,no,no,yes,no,no,no,one_year,yes,mailed_check,55.85,937.5,1
860,4795-uxvcj,male,no,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.8,457.3,0
4105,5055-brmne,female,no,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,yes,yes,two_year,no,credit_card_(automatic),106.7,7009.5,0
2138,6288-chqjb,female,no,yes,yes,54,yes,no,dsl,yes,no,yes,yes,no,yes,two_year,no,bank_transfer_(automatic),69.95,3871.85,0
1984,4373-mavjg,female,no,yes,yes,14,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),90.9,1259.0,1
4885,5304-efjlp,male,yes,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),111.65,8022.85,0
2310,4967-wpncf,male,no,no,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),63.7,4464.8,0
2759,1194-spvsp,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.65,19.65,0
2531,3612-yvgsj,female,no,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.45,1681.6,0
848,9778-ogkqz,male,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),92.0,6782.15,0
1243,5552-znfsj,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.3,45.3,1
4713,7544-zvikx,male,no,yes,yes,58,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),105.05,6004.85,0
4174,3285-ucqvc,female,no,no,no,37,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,credit_card_(automatic),28.6,973.55,1
4270,2167-fqstq,female,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,92.4,6786.1,0
5325,2690-dvrvk,male,no,yes,yes,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,20.55,99.45,0
3045,9114-aafqh,female,no,yes,no,48,yes,no,dsl,no,yes,yes,no,no,yes,one_year,yes,electronic_check,65.65,3094.65,0
1180,4835-ysjmr,male,no,no,no,39,yes,no,dsl,no,no,no,yes,no,no,two_year,yes,bank_transfer_(automatic),49.8,1971.15,0
3460,2669-oidsd,female,no,yes,no,48,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit_card_(automatic),100.05,4834.0,0
4330,4013-tldhq,male,no,no,no,19,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,78.25,1490.95,1
2371,2712-syway,female,no,no,no,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,25.7,25.7,0
2,3668-qpybk,male,no,no,no,2,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed_check,53.85,108.15,1
6859,3508-cfvzl,female,no,no,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,111.3,7985.9,0
6995,7164-bptut,male,no,no,yes,57,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,89.55,5012.35,0
1755,1803-bgnbd,female,no,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic_check,54.3,654.5,0
4011,8143-etqti,female,no,yes,yes,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.65,451.55,0
5572,4654-ulttn,male,no,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,yes,credit_card_(automatic),74.8,5315.8,0
1048,2829-hyvzp,male,no,no,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.8,572.2,0
5336,9441-qhevc,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.1,19.1,0
1418,9350-vlhmb,male,no,yes,yes,67,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),89.55,6373.1,0
5034,9758-mfwgd,female,yes,yes,yes,48,no,no_phone_service,dsl,no,yes,no,no,no,no,one_year,no,bank_transfer_(automatic),29.9,1388.75,0
4491,7853-wnzsy,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.75,19.75,0
6659,3967-kxaps,male,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),92.3,6719.9,0
862,0947-mugvo,male,yes,yes,no,20,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,73.65,1463.5,1
3863,0365-bzuwy,male,no,yes,no,17,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,102.55,1742.5,0
6160,0725-cxotm,female,no,no,no,36,yes,yes,dsl,yes,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),89.65,3348.1,0
6765,5115-sqaau,female,no,yes,yes,69,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),25.6,1673.4,0
2551,2882-ddzpg,female,no,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.45,227.45,0
6965,7789-cruvc,female,yes,yes,no,61,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),94.2,5895.45,0
2431,8263-jqaik,male,yes,no,no,2,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,24.45,47.5,1
3797,7868-bgsza,male,no,yes,no,43,yes,yes,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,80.2,3581.6,0
310,1098-tdvuq,female,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),19.25,19.25,0
1618,8017-lxhfa,female,yes,no,no,23,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,94.75,2293.6,1
1092,8590-yffqo,male,no,yes,no,70,yes,no,dsl,yes,yes,yes,yes,no,no,two_year,no,credit_card_(automatic),64.95,4523.25,0
1940,4890-vmuav,male,no,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,no,one_year,no,electronic_check,71.5,4576.3,0
5970,4853-oitsn,male,no,yes,no,5,yes,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,89.15,413.25,0
3825,3620-ehimz,female,no,yes,yes,52,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,1031.7,0
1229,9068-vpwqq,male,no,yes,no,61,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,credit_card_(automatic),75.35,4729.3,0
4855,0868-vjrdr,male,no,yes,no,64,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),104.05,6605.55,0
6657,0048-pihnl,female,no,yes,no,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.45,900.9,0
5463,6142-vsjqo,female,no,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),44.35,44.35,1
1733,1015-owjki,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.05,19.05,0
7018,1122-jwtjw,male,no,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.65,70.65,1
4759,8740-cryfy,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,78.95,78.95,1
3750,4415-wngvr,female,yes,yes,no,12,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,79.2,943.85,0
3063,1666-jxlku,female,no,no,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.05,3810.55,0
5618,9932-wbwik,male,no,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,215.25,0
2622,5315-ckeqk,male,yes,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one_year,yes,electronic_check,51.0,1381.8,0
1393,2592-ykdif,female,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,20.35,0
4838,1360-xfjmr,female,no,yes,no,67,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),109.7,7344.45,0
4562,5322-teujk,female,no,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),114.6,8100.25,0
4349,7903-cmpey,male,yes,yes,no,1,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.3,80.3,1
6437,2995-ywtcd,female,no,yes,yes,19,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.9,467.7,0
2834,4518-fzbsx,male,no,yes,yes,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.25,854.9,0
5608,9705-zjbcg,female,no,yes,yes,13,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,bank_transfer_(automatic),54.15,701.05,0
2405,2929-ercfz,female,no,yes,yes,8,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,94.2,777.3,1
3009,8896-bqtti,male,no,no,no,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,25.0,25.0,0
4122,4632-xjmex,male,no,no,yes,53,yes,no,dsl,yes,yes,no,yes,no,no,one_year,no,credit_card_(automatic),62.85,3419.5,0
762,7379-pokdz,male,no,yes,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,208.85,1
5110,8541-qvfkm,female,no,no,no,8,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,73.5,632.2,0
3890,3886-certz,female,no,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,109.25,8109.8,1
6200,7328-zjajo,female,no,yes,yes,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.5,1222.65,0
966,4541-rmrlg,male,no,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.25,112.3,1
5696,0156-fvpta,male,no,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,electronic_check,54.2,1152.7,1
3314,2402-tairz,female,no,no,no,37,yes,no,fiber_optic,no,yes,yes,no,no,no,one_year,no,electronic_check,80.05,3019.1,0
3441,4086-atnfv,female,no,yes,yes,34,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,mailed_check,60.8,2042.05,0
682,4957-treir,male,no,no,no,3,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),64.4,195.65,0
4959,7853-gvudz,female,no,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),20.15,20.15,1
2546,7175-ntixe,female,no,no,no,25,yes,no,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),76.15,1992.95,0
991,8361-lbrdi,female,no,no,no,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.35,1423.85,0
914,6024-ruggh,male,no,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),25.2,1798.9,0
5861,9631-rxvjm,male,no,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.25,677.9,0
5568,2270-chbfn,female,no,yes,no,44,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),95.1,4060.55,0
5907,0082-ldzue,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,44.3,44.3,0
185,1024-guald,female,no,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,24.8,24.8,1
922,4301-vvzka,male,no,yes,no,16,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.4,1189.4,0
6169,4847-qnoka,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),44.9,44.9,1
4170,0906-qvpms,male,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),115.15,8349.45,0
3556,0895-lnkrc,male,no,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.45,113.5,0
6948,2750-bjlsb,female,no,no,no,47,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,103.7,4730.6,0
1619,5930-gbiwp,male,no,no,no,69,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,yes,credit_card_(automatic),81.5,5553.25,0
1830,7321-kksdu,male,no,no,yes,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.5,696.8,0
2484,6476-epyzr,male,no,yes,yes,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.5,255.5,0
3148,2452-snhfz,female,no,no,no,47,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,credit_card_(automatic),75.45,3545.1,0
740,4381-mhqdc,female,no,no,no,47,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,yes,mailed_check,65.0,2879.9,0
